time,wind_x,wind_y,wind_z,profile,seed
0,0,0,0,low_frequency_random,5
0.0050000000000000001,-0.063994461372661113,0,0,low_frequency_random,5
0.01,-0.16935968650556879,0,0,low_frequency_random,5
0.014999999999999999,-0.18833436231735562,0,0,low_frequency_random,5
0.02,-0.1538433358459107,0,0,low_frequency_random,5
0.025000000000000001,-0.062419053071167629,0,0,low_frequency_random,5
0.029999999999999999,-0.053353120436813457,0,0,low_frequency_random,5
0.035000000000000003,-0.097188506741981734,0,0,low_frequency_random,5
0.040000000000000001,-0.15932957590071195,0,0,low_frequency_random,5
0.044999999999999998,-0.098784692311114447,0,0,low_frequency_random,5
0.050000000000000003,0.032164365364307793,0,0,low_frequency_random,5
0.055,0.053771006718570893,0,0,low_frequency_random,5
0.059999999999999998,-0.044917317802881697,0,0,low_frequency_random,5
0.065000000000000002,-0.12116325381844037,0,0,low_frequency_random,5
0.070000000000000007,0.0071232394088949491,0,0,low_frequency_random,5
0.074999999999999997,0.023277815264402188,0,0,low_frequency_random,5
0.080000000000000002,-0.11506336439170997,0,0,low_frequency_random,5
0.085000000000000006,-0.12116847447560589,0,0,low_frequency_random,5
0.089999999999999997,-0.21339006082012826,0,0,low_frequency_random,5
0.095000000000000001,-0.26254322516832362,0,0,low_frequency_random,5
0.10000000000000001,-0.3001768530985599,0,0,low_frequency_random,5
0.105,-0.35560241862268133,0,0,low_frequency_random,5
0.11,-0.30966901199759556,0,0,low_frequency_random,5
0.115,-0.31315881816295027,0,0,low_frequency_random,5
0.12,-0.35863379166073617,0,0,low_frequency_random,5
0.125,-0.3241558291766784,0,0,low_frequency_random,5
0.13,-0.25631629647539927,0,0,low_frequency_random,5
0.13500000000000001,-0.38615186221895387,0,0,low_frequency_random,5
0.14000000000000001,-0.40471309266592426,0,0,low_frequency_random,5
0.14499999999999999,-0.48095862474000761,0,0,low_frequency_random,5
0.14999999999999999,-0.49237769257555503,0,0,low_frequency_random,5
0.155,-0.59281810103254096,0,0,low_frequency_random,5
0.16,-0.5882103063664067,0,0,low_frequency_random,5
0.16500000000000001,-0.58829989312171493,0,0,low_frequency_random,5
0.17000000000000001,-0.60965201430770866,0,0,low_frequency_random,5
0.17500000000000002,-0.69023633329152889,0,0,low_frequency_random,5
0.17999999999999999,-0.71840991842098034,0,0,low_frequency_random,5
0.185,-0.80191533439903251,0,0,low_frequency_random,5
0.19,-0.9060619867543821,0,0,low_frequency_random,5
0.19500000000000001,-0.88360498877204074,0,0,low_frequency_random,5
0.20000000000000001,-0.96772457708537851,0,0,low_frequency_random,5
0.20500000000000002,-0.86950791485464263,0,0,low_frequency_random,5
0.20999999999999999,-0.80798723296763209,0,0,low_frequency_random,5
0.215,-0.96338398306500161,0,0,low_frequency_random,5
0.22,-0.9368630884077771,0,0,low_frequency_random,5
0.22500000000000001,-1.0201079095024794,0,0,low_frequency_random,5
0.23000000000000001,-1.012382120156293,0,0,low_frequency_random,5
0.23500000000000001,-1.0038509921072605,0,0,low_frequency_random,5
0.23999999999999999,-1.1575217887685276,0,0,low_frequency_random,5
0.245,-1.1703758392722852,0,0,low_frequency_random,5
0.25,-1.1849507163466904,0,0,low_frequency_random,5
0.255,-1.1022727073192229,0,0,low_frequency_random,5
0.26000000000000001,-1.1910550460629441,0,0,low_frequency_random,5
0.26500000000000001,-1.1262185837332721,0,0,low_frequency_random,5
0.27000000000000002,-1.2083000288228325,0,0,low_frequency_random,5
0.27500000000000002,-1.2287107583560917,0,0,low_frequency_random,5
0.28000000000000003,-1.2896526463951417,0,0,low_frequency_random,5
0.28500000000000003,-1.1676111173975119,0,0,low_frequency_random,5
0.28999999999999998,-1.1164439908908164,0,0,low_frequency_random,5
0.29499999999999998,-0.91682243782528672,0,0,low_frequency_random,5
0.29999999999999999,-0.86102457272484823,0,0,low_frequency_random,5
0.30499999999999999,-0.78929942304921696,0,0,low_frequency_random,5
0.31,-0.71827593246790022,0,0,low_frequency_random,5
0.315,-0.76310136925099326,0,0,low_frequency_random,5
0.32000000000000001,-0.76488368447030375,0,0,low_frequency_random,5
0.32500000000000001,-0.65330721771384903,0,0,low_frequency_random,5
0.33000000000000002,-0.68169375041464642,0,0,low_frequency_random,5
0.33500000000000002,-0.66322750750460424,0,0,low_frequency_random,5
0.34000000000000002,-0.66161328748209769,0,0,low_frequency_random,5
0.34500000000000003,-0.6096977478564678,0,0,low_frequency_random,5
0.35000000000000003,-0.6357767370777504,0,0,low_frequency_random,5
0.35499999999999998,-0.64476432948456164,0,0,low_frequency_random,5
0.35999999999999999,-0.62220641512646402,0,0,low_frequency_random,5
0.36499999999999999,-0.61088185837133813,0,0,low_frequency_random,5
0.37,-0.67686025741048284,0,0,low_frequency_random,5
0.375,-0.60200054326280028,0,0,low_frequency_random,5
0.38,-0.70261739366853948,0,0,low_frequency_random,5
0.38500000000000001,-0.79496259530749325,0,0,low_frequency_random,5
0.39000000000000001,-0.89334108161354897,0,0,low_frequency_random,5
0.39500000000000002,-0.81172073422067825,0,0,low_frequency_random,5
0.40000000000000002,-0.83644895803553698,0,0,low_frequency_random,5
0.40500000000000003,-0.90976625845131509,0,0,low_frequency_random,5
0.41000000000000003,-0.99588376019683977,0,0,low_frequency_random,5
0.41500000000000004,-0.9573103292432994,0,0,low_frequency_random,5
0.41999999999999998,-1.0367124477892393,0,0,low_frequency_random,5
0.42499999999999999,-1.1330541932888871,0,0,low_frequency_random,5
0.42999999999999999,-1.0784061600919075,0,0,low_frequency_random,5
0.435,-1.1685253614407736,0,0,low_frequency_random,5
0.44,-1.1884280154645974,0,0,low_frequency_random,5
0.44500000000000001,-1.1830402797422082,0,0,low_frequency_random,5
0.45000000000000001,-1.2126777892904714,0,0,low_frequency_random,5
0.45500000000000002,-1.2109462542245091,0,0,low_frequency_random,5
0.46000000000000002,-1.0980719523739755,0,0,low_frequency_random,5
0.46500000000000002,-1.1338436640900611,0,0,low_frequency_random,5
0.47000000000000003,-1.2286818304267608,0,0,low_frequency_random,5
0.47500000000000003,-1.3691268256703923,0,0,low_frequency_random,5
0.47999999999999998,-1.3786386984542238,0,0,low_frequency_random,5
0.48499999999999999,-1.3998729652445612,0,0,low_frequency_random,5
0.48999999999999999,-1.3717367050407183,0,0,low_frequency_random,5
0.495,-1.401942051240249,0,0,low_frequency_random,5
0.5,-1.4331453845745139,0,0,low_frequency_random,5
0.505,-1.4835588389252559,0,0,low_frequency_random,5
0.51000000000000001,-1.5176366044244542,0,0,low_frequency_random,5
0.51500000000000001,-1.4972812024567141,0,0,low_frequency_random,5
0.52000000000000002,-1.5201657871796668,0,0,low_frequency_random,5
0.52500000000000002,-1.5045686270414371,0,0,low_frequency_random,5
0.53000000000000003,-1.345349030170983,0,0,low_frequency_random,5
0.53500000000000003,-1.3004052461228623,0,0,low_frequency_random,5
0.54000000000000004,-1.4196920732857361,0,0,low_frequency_random,5
0.54500000000000004,-1.2742749473765882,0,0,low_frequency_random,5
0.55000000000000004,-1.2401640623333745,0,0,low_frequency_random,5
0.55500000000000005,-1.3091038901945853,0,0,low_frequency_random,5
0.56000000000000005,-1.2301918231091902,0,0,low_frequency_random,5
0.56500000000000006,-1.2226472906983541,0,0,low_frequency_random,5
0.57000000000000006,-1.2656440067891492,0,0,low_frequency_random,5
0.57500000000000007,-1.309885856786777,0,0,low_frequency_random,5
0.57999999999999996,-1.3826290439926383,0,0,low_frequency_random,5
0.58499999999999996,-1.3718932379249988,0,0,low_frequency_random,5
0.58999999999999997,-1.2797588750212032,0,0,low_frequency_random,5
0.59499999999999997,-1.2993153437238742,0,0,low_frequency_random,5
0.59999999999999998,-1.2592530411516285,0,0,low_frequency_random,5
0.60499999999999998,-1.1032951549677443,0,0,low_frequency_random,5
0.60999999999999999,-1.1947172852586652,0,0,low_frequency_random,5
0.61499999999999999,-1.1682082193502876,0,0,low_frequency_random,5
0.62,-1.1868355508025177,0,0,low_frequency_random,5
0.625,-1.2654452612596865,0,0,low_frequency_random,5
0.63,-1.3409968599995541,0,0,low_frequency_random,5
0.63500000000000001,-1.3355283710416215,0,0,low_frequency_random,5
0.64000000000000001,-1.2942449147829609,0,0,low_frequency_random,5
0.64500000000000002,-1.330210930199889,0,0,low_frequency_random,5
0.65000000000000002,-1.3192360874387381,0,0,low_frequency_random,5
0.65500000000000003,-1.2550238189095961,0,0,low_frequency_random,5
0.66000000000000003,-1.2250986506130244,0,0,low_frequency_random,5
0.66500000000000004,-1.1496682030571634,0,0,low_frequency_random,5
0.67000000000000004,-1.1071146474823466,0,0,low_frequency_random,5
0.67500000000000004,-1.0626498341915926,0,0,low_frequency_random,5
0.68000000000000005,-0.91158368769318054,0,0,low_frequency_random,5
0.68500000000000005,-0.85730777029664085,0,0,low_frequency_random,5
0.69000000000000006,-0.84270007972655925,0,0,low_frequency_random,5
0.69500000000000006,-0.78184328466323372,0,0,low_frequency_random,5
0.70000000000000007,-0.85129027671284485,0,0,low_frequency_random,5
0.70499999999999996,-0.87399343114788297,0,0,low_frequency_random,5
0.70999999999999996,-0.80633501654637507,0,0,low_frequency_random,5
0.71499999999999997,-0.75197636277220714,0,0,low_frequency_random,5
0.71999999999999997,-0.62466595790389423,0,0,low_frequency_random,5
0.72499999999999998,-0.6207146713762911,0,0,low_frequency_random,5
0.72999999999999998,-0.73431321010323936,0,0,low_frequency_random,5
0.73499999999999999,-0.57525969246764763,0,0,low_frequency_random,5
0.73999999999999999,-0.48517727180957088,0,0,low_frequency_random,5
0.745,-0.56724512775235936,0,0,low_frequency_random,5
0.75,-0.45462467961045017,0,0,low_frequency_random,5
0.755,-0.44977147273786544,0,0,low_frequency_random,5
0.76000000000000001,-0.59228049866864696,0,0,low_frequency_random,5
0.76500000000000001,-0.62287090517235377,0,0,low_frequency_random,5
0.77000000000000002,-0.66037506125078438,0,0,low_frequency_random,5
0.77500000000000002,-0.53013108183823776,0,0,low_frequency_random,5
0.78000000000000003,-0.59069445346556448,0,0,low_frequency_random,5
0.78500000000000003,-0.60798712186596615,0,0,low_frequency_random,5
0.79000000000000004,-0.62704040097555602,0,0,low_frequency_random,5
0.79500000000000004,-0.65415520808296679,0,0,low_frequency_random,5
0.80000000000000004,-0.72383608573536262,0,0,low_frequency_random,5
0.80500000000000005,-0.70274271170698832,0,0,low_frequency_random,5
0.81000000000000005,-0.61330830903001987,0,0,low_frequency_random,5
0.81500000000000006,-0.56045574491279671,0,0,low_frequency_random,5
0.82000000000000006,-0.63167527556390968,0,0,low_frequency_random,5
0.82500000000000007,-0.72028055777712097,0,0,low_frequency_random,5
0.83000000000000007,-0.70719400443421665,0,0,low_frequency_random,5
0.83499999999999996,-0.76005225064674042,0,0,low_frequency_random,5
0.83999999999999997,-0.80654895518576386,0,0,low_frequency_random,5
0.84499999999999997,-0.93656660170518224,0,0,low_frequency_random,5
0.84999999999999998,-0.77624541490916843,0,0,low_frequency_random,5
0.85499999999999998,-0.6992272850255733,0,0,low_frequency_random,5
0.85999999999999999,-0.77345808466533739,0,0,low_frequency_random,5
0.86499999999999999,-0.69712488923034088,0,0,low_frequency_random,5
0.87,-0.58651693476370803,0,0,low_frequency_random,5
0.875,-0.77427902080732058,0,0,low_frequency_random,5
0.88,-0.81422331035268236,0,0,low_frequency_random,5
0.88500000000000001,-0.84112277887021125,0,0,low_frequency_random,5
0.89000000000000001,-0.78519668507437823,0,0,low_frequency_random,5
0.89500000000000002,-0.79097349150409824,0,0,low_frequency_random,5
0.90000000000000002,-0.80541701122739484,0,0,low_frequency_random,5
0.90500000000000003,-0.8060580382582585,0,0,low_frequency_random,5
0.91000000000000003,-0.65414164447276213,0,0,low_frequency_random,5
0.91500000000000004,-0.47851175927830192,0,0,low_frequency_random,5
0.92000000000000004,-0.51800653994607004,0,0,low_frequency_random,5
0.92500000000000004,-0.58933762756787611,0,0,low_frequency_random,5
0.93000000000000005,-0.37153143251023163,0,0,low_frequency_random,5
0.93500000000000005,-0.44786244110405593,0,0,low_frequency_random,5
0.94000000000000006,-0.49138643744755495,0,0,low_frequency_random,5
0.94500000000000006,-0.48601641770086507,0,0,low_frequency_random,5
0.95000000000000007,-0.44502914937119054,0,0,low_frequency_random,5
0.95500000000000007,-0.36069209226133164,0,0,low_frequency_random,5
0.95999999999999996,-0.32769298799378338,0,0,low_frequency_random,5
0.96499999999999997,-0.39567514446733332,0,0,low_frequency_random,5
0.96999999999999997,-0.35329218613216329,0,0,low_frequency_random,5
0.97499999999999998,-0.33158660715434124,0,0,low_frequency_random,5
0.97999999999999998,-0.18015389557609637,0,0,low_frequency_random,5
0.98499999999999999,-0.18045236440676896,0,0,low_frequency_random,5
